Average User Rating,User Rating Count,Age Rating,game_id
5.0,5.0,9+,cbf9630d-5974-4518-9599-c0450d5a8f3b
4.5,9.0,4+,15bfb85b-5b12-48bc-8dd4-28e6a2a041a5
,,4+,80c6588b-5408-4e95-bc25-0c314e1cd0e4
,,4+,d2f8faa8-ff1d-48a3-9285-217ad67c4fa8
,,4+,e625461d-5c48-4f64-9f00-92fbf76b1d09
,,4+,381957fe-b315-46ad-9c66-944caf6df983
,,4+,3388a6a3-9f64-4806-bd34-bea27a53bf06
4.5,109.0,12+,6271a545-57cc-429d-8b31-9666206b3729
3.0,87.0,4+,db45023e-6e0d-42f9-be73-c6262501f21a
,,4+,e6da9850-93a0-40cd-80d2-f9c7f2706318
4.5,125.0,12+,49e47871-5465-4fe7-8e63-7456deb9a2c9
,,4+,5258e181-f41a-4981-b8ca-0c9af4408880
4.0,42.0,12+,369a447e-7912-477d-a03c-84e30fcde8ca
,,4+,9f771d05-2975-49c9-adeb-70a8984bb42c
2.5,20.0,4+,60c2eeea-9722-47f5-92ca-95158eca9f21
,,4+,f7199238-4845-4507-b76d-77b27d70df82
,,4+,53b70fdf-2179-46f4-8b24-65ef1d71dd37
,,4+,5d5cceac-f14a-4c96-a7eb-3b0472d99a23
3.5,34.0,9+,738a7a01-173d-418a-8181-c1b7e441732b
,,4+,5756520f-ea50-4770-a200-20e2082441b9
,,4+,50388461-e4b8-4e7d-a13b-4fa644a76cad
,,4+,6a1319f7-4ad8-40fd-bb46-9671231ec4e0
2.0,18.0,4+,cae3b415-82b2-4e94-af13-dbc49237fc8f
,,4+,b25aa324-0c51-4879-9afd-e940151fc4a8
,,4+,41936ce3-2af2-414d-a80e-c2a86ca9e706
5.0,13.0,4+,9c5caead-c29a-4f32-9d93-f304de842d11
,,4+,84f0b953-6d32-42fe-b739-800468048676
,,4+,3da6e3c8-4a5a-4575-bbc9-3aa2739d7ca0
4.5,21.0,4+,4cb0e440-4a80-4711-9b63-59510dffcc51
3.0,7.0,4+,726b47f1-d374-4355-aea1-d91c530b1427
3.5,7.0,12+,ae047af7-4359-4102-b72f-b6b215756a16
,,4+,faa7b49e-de84-4150-9066-261fbb774d8f
,,17+,b0e05b07-163c-48d7-a1e7-45cd82355e07
3.0,108.0,4+,107b1afc-7760-4f5e-9981-b94822504fbb
3.5,302.0,4+,8869fd07-5a73-4ea5-863e-dfe944800716
,,17+,3595cd55-3147-4a0c-ade5-80f82ece8111
,,12+,fb5059dd-9044-4e7e-bb19-02c55053f795
,,9+,ad827830-7289-4480-bb03-4387e892327a
,,4+,b7f392ff-f034-4d76-9bbc-b4b593bad925
,,4+,1f10b028-f46d-478e-bca6-8a7b3161a1fe
5.0,10.0,9+,d6098d3e-0e7d-4385-9bbb-ca098d70167f
4.5,1999.0,12+,bad54162-e543-4b0a-8982-7048c8c98117
,,4+,41e07de8-01e6-4425-93e3-cb940fdd4e97
4.5,1563.0,12+,bd66707f-f8a0-47cd-87ae-2dd5aca5f2ea
,,17+,fd601d4c-16ce-4a6c-b526-8954f848098f
,,4+,fdf29402-5541-4e87-94d8-6d6bc9563c6c
4.0,326.0,9+,cf607929-f105-4a18-8997-cdfa34571fd2
4.5,5.0,4+,585d7e53-0b69-46fd-88ce-d5ef0f8a0b86
,,4+,f2cb167d-5ebe-4b9c-a567-af765d2bf9fe
5.0,17.0,4+,84867b98-32be-4cfb-8b99-d6e6d0665116
,,4+,8161cbd4-e495-4acc-a682-061f60dc3e5d
,,12+,1846afce-d84e-49fc-b9ca-b7ed3dcbab55
,,4+,e2851da4-d4fb-411e-a86e-21f84211cfc7
,,9+,c4576d76-4c5d-4a18-a712-94e1f2f61218
4.5,110.0,4+,236e1fb1-ba9f-453a-95cc-59d95824eb86
4.5,14.0,9+,a433ef47-a4ef-462f-84f8-5413ecf847b4
,,4+,3a0e2dfd-2ae5-4d96-85f0-0fe16c344e1b
5.0,10362.0,12+,5a661027-fd62-44b8-840e-60e4ef95b59d
,,4+,dbec8db4-019a-4192-9fb4-0513be270c65
,,4+,135f9ae9-5de5-40e3-a946-fdc16fb8bffd
4.5,7.0,4+,812417d6-6556-4f2d-b379-3ad0a2fa28db
3.5,219.0,4+,8cbe1d4a-ca2a-4603-b25a-127cdc584bf1
,,4+,f79fcc54-712a-4a94-8c53-e424b7f27b26
,,4+,62bd54b1-6b04-4afd-9587-bf71b1935743
4.5,196.0,9+,d09f0cdc-9104-4aeb-a717-a28714526e3c
,,4+,83e7786c-db28-4f00-8f0b-5a19af858e96
4.5,26.0,4+,61eeae4d-dfc1-4d2e-afc3-ba2e04c36f97
,,4+,3f9dbc2a-b8b5-4d53-927e-e323a0b28144
2.5,5.0,4+,7bddd84e-64c3-4aa7-a60f-38c42c8a1f39
4.5,8.0,12+,bc75a927-f3d9-4189-80ee-3ac8f5a8ef58
4.0,3026.0,4+,fed52a37-9d0a-45d8-b5bd-83eb4af4142b
,,9+,606443ca-8751-4d34-aae4-13aba78fc3d5
4.5,1580.0,12+,00a6618b-0054-4170-bc4e-9c5df7ee7fcc
,,4+,f1ce42a2-74d4-4d63-a719-34ba634ee742
3.5,7.0,4+,0359a0b7-ab6b-456e-b82d-dd9091d22856
,,4+,ceaa35c4-8cec-4d19-9918-89f601f3129c
4.5,127.0,12+,30096073-0df3-4012-ad2e-9fbfc602eb4a
,,4+,074db70b-aa01-4e30-8bb3-17abe91e5c06
,,4+,77eefb49-1204-4248-80f3-f83fadc81d06
2.0,8.0,17+,b43c2bde-97c8-4140-a63c-d9053c3d8d55
,,4+,f25b2f24-cb68-49d9-bb92-8f2639e87765
,,4+,399b924b-7e23-4f35-bf2c-16602b84df5b
3.5,239.0,9+,8dd6fb32-1930-4088-a57a-673562b6e4dc
3.0,8.0,4+,39bcba25-9ba7-448d-9d77-c7e7c470a555
,,4+,d9a0176f-d058-40cf-8007-4895715a1dd4
,,4+,de004eb6-4b86-423c-9946-bbb7e33ec49a
,,4+,834a5021-c684-4167-b7f4-0419d88f4542
,,4+,05636c91-f765-4732-81de-5fbf757ba8cf
,,4+,79ab9d20-73ee-45b3-a45b-f92c3dea17c4
,,4+,9ee14668-2996-41aa-b173-cce175bec36e
,,4+,656f2c2b-4591-4d01-9be2-55bd926dfa54
3.5,74.0,4+,1beac823-2d4e-4d21-8cad-68bb927ab347
,,12+,1e6d998f-dfcd-4069-83f5-3c9010b61593
,,4+,1482e95d-c594-42cd-90d2-3fdd056f427f
3.0,5.0,4+,920a004f-a5da-4c28-9e86-641f234a1f35
,,4+,8b0eab2b-ecec-4217-ad40-9b0833677359
,,4+,06352980-7080-4576-8ac0-0ba8154463b5
,,12+,5616576c-1d4a-4ebd-9a95-59632d829b00
,,4+,2d233346-4a41-416c-bd44-fd6a591a911d
,,12+,dc4bd82b-68d8-4d8a-b5a4-80fbd157af40
4.0,50.0,4+,3fa1e310-ee85-46f8-8066-cb48df37f9d8
,,4+,ee5f9423-d712-4cb1-b09a-16d8dc1bafdd
4.5,48.0,9+,de1cfd4c-bbe3-45c2-bf57-7cbe6fe7bc7e
,,4+,0bff4950-3fea-4122-bfee-3abcfea1f525
,,12+,e18487d0-a923-4d61-8303-1e4bf08783d5
5.0,57.0,12+,66d71d99-8593-4712-8a0c-11ea6ed8d444
5.0,164.0,4+,63342a2c-4ce0-429c-902b-a2dad329cc8c
4.5,970.0,4+,186b6ff6-e56e-4581-bd7e-b83961b8b62a
,,4+,3d95ce55-f40c-453d-bc4b-7d0a3359e1cf
,,4+,9d3dde0a-e445-48ad-b2c6-23abfcfd4a7d
,,4+,7c92a3c8-75d4-4d89-8d83-634dfc408bf4
4.5,8.0,12+,edb7fad8-a06a-4dce-a816-f0462dd03f2e
4.0,9.0,4+,4e592926-68af-48ca-8275-1c6d9e525e8d
4.5,2214.0,4+,76aff318-4aea-46e1-929f-a3eea2594fbf
,,4+,1a4582fc-f52c-4d8c-b0e3-5b72a3758e79
,,4+,0d231b6a-4e06-43a5-9d84-9a300ea59cea
5.0,5.0,4+,42917326-1c9a-41a5-9553-0dad18159cf4
,,4+,f80cd420-7f69-4d2a-8a4c-50155ca1bae0
,,4+,94c8c0e0-50c5-43c4-b732-42368ae3999d
,,4+,5244d7fc-799f-4b9e-98b8-93be793d7544
3.5,67670.0,4+,a0caee3b-cccc-4642-a7e4-1f8c30c9702c
4.5,11.0,4+,b5b43ed2-a5e5-4f56-88d5-c0cfefb56595
4.5,246.0,12+,a706e02b-e7e6-41a0-969e-4e57d9bfd2c4
,,4+,fbbff40f-4db0-4722-a652-fff8b9146360
,,4+,0db72cbd-dbf1-4c40-8377-542412923ba0
5.0,3032.0,12+,c3022069-4d60-4e11-a342-1b4d4ed07f21
,,4+,5e1ecbdd-9e5b-42fb-9845-61d60e0d7aaa
,,4+,66796c28-b643-4260-b693-b4fc1059917d
,,4+,44a6570f-a3a9-4f90-91c3-7b3105dbe6ac
2.5,24.0,12+,223eed4e-1930-4b3e-8d09-d4b826c13db6
,,4+,cdca71df-766c-438a-8429-b001e82f5f7d
,,4+,95783113-eb96-473e-a882-f6ab3b2614df
,,4+,2a76cbf5-b2e8-408e-840b-e56aa588446d
2.0,5.0,9+,6055a46c-f6ef-4ce9-9089-e050ac20bd01
,,4+,c9e854ba-14a7-44d8-a328-a49fd2c5af74
5.0,9.0,9+,b930f9b9-0202-471f-945e-44982e090f9c
4.5,1733.0,17+,7c55f34b-d728-4a77-8db7-b58e09dd7e6f
4.5,242.0,12+,531a1a9f-2e5b-4042-aa33-381fc438dbd0
,,4+,94a64fea-0772-4fca-ab3b-ed6f604cb51d
,,4+,770e4393-addb-4f41-b13d-442800cf27d1
,,4+,78e58cf3-1cf4-4f9e-b761-4083c038c14b
4.5,18.0,12+,07202154-4647-4f03-ab21-b9f8ebbbabe1
,,9+,391f28eb-873c-4e08-91fb-fb73fca999a4
4.5,46.0,12+,03684b49-65f2-4f13-9a70-63533595d3d0
,,4+,3c750da5-4a8c-45ac-b279-494ffbe7ebbd
3.5,5.0,9+,7bd0ae18-bb14-44e4-aba5-92a57ec65711
2.5,207.0,4+,1079fdad-1585-41cb-aee6-592cc13887ee
4.5,350.0,4+,f9f5a93b-e899-49bb-948a-3781db47a318
5.0,7.0,4+,3593e60b-c2fc-4f69-a7d9-e49f8a81e7c9
3.5,20.0,12+,173cbb94-ab55-4fc9-9ced-0c9a5d2cc0cf
,,4+,114f5530-00fb-4df8-b2a2-0a84127685d7
,,4+,a1459290-b89b-4adf-afcc-e2b1a84291d8
,,4+,9ecc5975-7c26-4cdd-aaef-977152b60c72
,,4+,6a1ef796-d7a0-4f92-a0cd-8589a6515a74
4.5,330.0,4+,4ab93edd-bf49-471a-bf54-f4506eefede5
4.5,420.0,4+,780ea49a-1162-4a95-a402-4215cee4846f
5.0,17.0,9+,ca846679-5e74-430b-848e-bee4381dd161
4.0,9.0,4+,b0897754-3ba2-4f3b-a0e9-16c9404c0455
,,17+,989ad2fa-4497-44e1-ae62-05b5c3a46664
5.0,18.0,4+,71a1a05b-585d-40d0-99a6-76bc3ecb8825
4.0,5.0,4+,3f13171a-f2c8-4f4b-968d-004844b25d7c
4.0,1393.0,12+,0b8bacd8-cbcb-4cf6-911b-3ae437b9656c
,,17+,6cd9c514-86a9-4a3a-a201-044436b06fd0
4.5,59.0,12+,0d482a58-88ea-4d3e-bb82-81cf5419a368
4.0,5.0,9+,3929d47a-a8b7-467d-939a-57729347ab37
,,4+,f41f25b0-ff45-433b-8bc3-70d8ef55d5ae
,,4+,37c2beea-9b5a-48b2-b98d-84bf5cca1dcc
4.5,17.0,4+,7d253eb8-ee95-457d-b0e7-b3b256b24f46
,,4+,9440a5d0-e635-464c-8c06-e1b2d413089d
,,4+,1f05b448-e10f-4129-a12a-1cd4fbad3114
4.0,147.0,17+,402007cf-3519-4151-a942-6ed941a3a6f1
,,4+,90a250cf-4e88-4673-a855-75c26da004e6
,,4+,1abf2ccd-3fec-4e2c-8049-9dfa3a13638c
,,4+,83dd7a10-3e6f-428d-bebc-4b42753f2034
,,4+,5afc53f4-f6b7-4f02-a6c5-e4f71b82a2b2
,,17+,843136ed-a86e-47e0-ae3a-f6c856e87edf
4.0,12.0,4+,63e081e7-a4f7-4c74-9287-355ecff2ff45
,,4+,fd82c63f-2923-4b9d-94d3-8120b6dcf634
,,4+,730b6c1e-6380-4059-9256-5ea32ad0b031
4.0,486.0,12+,cee103d2-38c0-463f-bde4-dd16e05d8f32
,,4+,4a9e31f2-ce2d-4e20-a7a6-f31c9c27ee10
,,4+,733fab9c-1833-4a61-b7bf-0ab2f2211594
5.0,4259.0,9+,0cc33613-80a6-4466-9c88-329fabbee91a
4.5,3518.0,9+,a9c39c4f-6992-423a-bfdc-85b480c627a6
,,4+,0d06b7b0-f344-4006-8272-87b514946f57
3.5,477.0,4+,ea68852f-1bf2-49f6-a22c-bce528b70641
,,12+,4f83418a-be3d-42c5-9c2a-53565e743434
,,4+,a41a0c50-4cd6-4e66-81f3-71f7d5c9c338
,,4+,6b684f13-30f0-4929-95d4-60235102de31
,,4+,86f81f8f-b13d-46c4-a826-e60f9a6ace73
3.0,10.0,4+,56b2a908-d4f6-404a-a6c2-b3a44a1ef494
5.0,18.0,4+,577a8004-9c8a-449d-aa7e-5f65983666af
,,12+,c1247b55-6df9-4cf8-9c89-a38577cacbd6
,,4+,af6ca0a4-a62f-4b31-b040-e73e83f08f86
4.5,8.0,9+,c85a9622-367b-4243-9834-7e1a7ec752c9
,,4+,9e0314ae-f2f5-40bc-9257-29cee03e9690
,,4+,d50891fa-269a-43fe-a211-85269fe1b3f7
,,4+,294fe264-67dc-4d0b-a0a6-902ce509847b
3.5,66.0,4+,ae9d232f-f221-40fe-b38e-a8da2c087225
4.0,32.0,12+,d8bc991d-a2ea-4f8f-ae9f-32cf495e58b2
,,4+,c44fecc4-f87b-4caf-b7cc-39b283227df3
4.0,16.0,12+,ebaf6871-4207-4f96-a48d-ed047a5eb701
,,4+,0dda16dd-06cd-43ec-b2f1-523f8910e9fc
,,12+,67a40a84-a085-4403-be28-1f8261b26e6e
,,4+,53839a2a-6688-46b7-b8ea-903ec5051623
,,12+,10192bb5-d344-4ef5-ac92-777b98057e68
4.5,18.0,9+,0d099e0c-d46c-4eb3-8a72-5896cf7424cb
,,4+,0202eea8-2026-40bb-b0d4-6c34a679e007
,,4+,66113e59-2db4-4ae2-98ac-d8fb0753476c
4.5,1904.0,4+,a2b46764-dda3-4285-9aad-c94f4c68bc73
,,4+,dbe4e91a-5531-4ad2-8d3f-d46f6e378b5c
,,4+,07bee1b6-e4e4-4938-85b2-3f8ee80a2e3f
,,4+,8978a8fd-2bc7-47e4-bc34-2d2d23415e6d
3.5,12.0,4+,b379eb41-4a03-415c-b899-fdcde9f23b70
4.5,17984.0,12+,7fc9a691-8573-4f8a-935a-30dfea932d29
5.0,4167.0,9+,705d1a3f-3bf0-4f27-966d-ee40d6e58861
,,4+,eec81d45-7b39-48d2-aac6-a815914736c3
,,4+,9a34665d-b1ee-4c3a-9c75-e10ad1f9e065
,,4+,c154be04-fe98-48f9-9258-9cb1fc1944e3
,,4+,c5bb3a70-f878-41d0-833d-9fb9be10f44d
5.0,5.0,4+,7f20daa0-ba41-4a4d-8873-2de4170a75ec
,,4+,a3904a39-5d2f-4963-b28d-4aeef5bd5ce0
,,4+,72c79c43-8345-4847-bcfd-e38c1b83c2d2
4.5,141.0,4+,44c0c118-06dc-4f0b-8cb0-81b352e5580a
4.5,161.0,9+,c441a1ba-913c-4773-bdfa-0b1a7367aee3
3.5,23.0,4+,f0d5cf04-c585-4c6c-98fb-d12bef47a935
,,4+,dd166a35-1664-4160-8b35-9e331a079710
3.5,146.0,4+,900e20bf-d659-430c-b4f1-278d5192b80c
4.0,164.0,4+,d374cb0c-5a88-4911-905b-c3722873d6e7
,,9+,00c8661f-edc2-425d-8138-6d35afdbf157
2.5,243.0,4+,a920490e-5649-49a2-b360-5291caea11c1
,,4+,21073f71-eae5-449b-88d5-9b7c750d51e5
,,4+,d16e1fff-8388-4e74-adf0-23395eb4c4b6
,,4+,cbfe6992-fa14-4bcb-8ead-b5b0dae7eb86
5.0,18.0,9+,d7df3263-7dcc-44ba-af65-ebaefbcda5fb
4.0,41869.0,9+,241d4661-8db4-445e-b9d9-5b7f5acb2e2f
4.0,418.0,4+,bc9fa854-f575-4eec-89e7-46b1d2f99a5e
,,4+,8f15e471-2aa4-4023-8f1b-a773d991f847
5.0,9.0,4+,26846c67-81d7-4736-8536-e8ab8d0efbb7
,,4+,2b9ede6e-ce6d-4774-93c0-b1cd64197c82
4.0,161.0,9+,49268d95-8359-4ca4-a566-14d4d5ae3e01
,,4+,8ba59001-43c3-4d9a-b8f3-e8460b6cb5fd
,,4+,88f44454-8868-4b42-bf2b-646fe37ba14a
,,4+,80c0c994-00d0-49ca-9daa-20cbcc17ea0b
4.5,1293.0,9+,dd58bc42-dfbc-469c-a07d-d888927544f7
4.5,131.0,12+,1dcb3b82-395c-4381-930f-46cecc435756
,,12+,b77062d3-1318-4307-94c4-521ad2d2547c
4.5,6.0,4+,ba1b4534-ab87-4be8-a788-79d862485a18
4.5,569.0,4+,748a80a7-9dea-4f3b-a1a0-6e3a828dfa44
4.5,77.0,12+,51106044-2f91-4b0a-9db6-fe765a060bbe
3.0,9.0,4+,2096b0ac-4c6e-4126-a98b-6e0fb85eb1c7
4.5,639.0,4+,09757326-e8aa-44a6-a926-adbeabd29bf9
,,12+,ec0407a9-6f94-4229-8f12-4a77a8bf71fc
3.5,12.0,9+,d4864e1c-360e-4d5b-b164-c464a949c207
4.5,158.0,4+,18048316-c77b-4e3e-b3c9-a12263bae6a0
,,4+,25ba0bbf-5ac5-45cd-a885-ad0b3ef7447b
3.5,2492.0,17+,c4f0e24b-2507-4185-9cb3-1cfc52457a30
2.5,7.0,4+,675b839d-ed10-4001-89c4-7024f0284646
4.0,5495.0,12+,e2490c88-f950-4479-8139-8bce8ec54ea4
,,4+,cbdf4baf-8a92-4a08-8447-8bfb79e54e87
4.0,42.0,4+,3f1eaaa4-4d50-412c-a19e-5d02eb2ce924
,,4+,120ecab6-56ed-48cc-b2e2-2d85f2dfadd6
,,4+,d71c455a-8ec1-4b93-a602-75915a03694f
,,4+,1643108a-03bd-4383-b70a-05231903a352
4.5,19760.0,4+,4db5826e-4d07-41d0-96d3-1ac09915ae11
2.5,140.0,4+,bbbc0bfd-f3b5-4067-be6f-715d3ab4741d
,,4+,b35024bf-0a98-4003-8f4c-0c3d91b8be01
4.5,21.0,4+,e79da33d-8c86-406a-9ab7-e5662b24eea9
,,4+,28520bbf-6681-4ced-8167-d41dfc991a1e
,,4+,b7d448f9-303d-4c56-89ae-045f5718f738
,,4+,62fa5f42-014b-4bf9-8877-5c8dbd8db032
,,9+,f48c7c3b-8c34-4f9d-a78b-232de344e5d0
,,4+,c1013ad2-628a-48d8-9dd5-ae861f2176db
3.5,97.0,4+,849bed49-88db-4fdc-9a6e-b06480e1e1e7
2.0,22.0,17+,39acf898-e1b3-4d31-9c8a-64b400d10435
,,4+,660bef2c-2f5c-4eda-a79c-150bb53b9818
,,4+,d83a94c4-9817-4bc8-b38d-acc79585ebd3
3.5,1563.0,4+,f5041cc6-047b-4316-b3f6-301a9a163cfc
,,4+,4005d75b-bd57-4830-aef2-7bf635cc24cd
,,12+,0184858c-4823-491c-9721-e8884c482e2c
4.5,31.0,4+,3d5238a5-ff7b-431b-a961-310390132ae6
,,4+,7df95651-b506-4b3d-89a5-7afa1bae6a5e
,,9+,ec77ea94-86f1-4b13-8f0b-adffe0110574
4.5,47.0,9+,ca2bfeee-9f97-4972-bb25-57329d36cb04
2.0,5.0,4+,ecdc7484-f36e-4967-a4ad-b7f15fd6039e
,,4+,d0e8c64d-7f04-4963-acd2-b576e6e29abd
,,4+,50e59ac2-e061-4750-b89e-5da2cd407dd3
4.5,159.0,4+,6436097e-9e55-4c28-8fed-73c0f31b1a20
,,4+,7bdab913-ac01-4e37-93a0-b053a1882028
,,4+,2bfb58f4-9b37-4f6d-b65a-75065376731f
,,4+,9419e124-ae4f-422e-b6ce-16a7c10e0a1e
,,4+,027ab419-8f27-456c-b5c7-223e562e5272
,,4+,2c531b4c-9963-4a0b-969c-e99aca91567d
,,4+,242a3cee-4f9b-4e52-b704-e57c763a3378
,,4+,9d712e54-5494-4b2b-b0b4-2ff74c661b66
,,4+,0883f42b-68cc-408a-bbde-3640013f0045
,,4+,902eadc0-eeaa-459a-a91d-29ba7e66addb
,,4+,00aec4f1-2abb-4c5c-9f7c-769059b450be
,,4+,08c1b4dc-894a-42c9-b654-7f059f87b712
,,4+,f745d306-00e5-494c-b83a-69a03cf423fe
,,4+,fac4b74b-0b3b-4765-97d3-72af6a3471f7
,,4+,56d20073-668d-4f52-977a-189011330583
5.0,11.0,4+,26333d76-0f04-47b5-93b3-682f012f7997
2.5,42.0,12+,47be6662-1d30-43ea-aa66-3e10fd97de93
,,4+,cf890875-0ab4-400e-92e9-476a7cef3f37
4.5,13147.0,12+,af6657b9-ffac-4bbf-a7c2-f3eca09c9b5b
4.0,5.0,4+,1d28d8c2-82e0-4f5d-88a4-c5947d943d07
,,4+,cafa8f5d-b0d5-4b43-aa63-e4c8c2bdb3d0
4.5,14922.0,12+,3e722453-a68c-4dd3-bfd4-80c23050a1d4
,,4+,4bb60ea2-9276-4763-9a7f-e6f7036cf1a9
,,4+,592a48df-166c-4fd2-813b-c7e3b92deff1
,,4+,f91f14af-a4d1-4f95-b3f4-20bfc576a34f
,,4+,1cb88cc7-17aa-409c-824c-8abf5b09540c
,,4+,44bb23c9-d526-431c-ab08-83437106739c
,,17+,28c864db-3d18-4032-96a3-2b934f62dc64
,,4+,31227990-bef7-43ec-a769-975ab820e0c2
,,4+,df1829af-bb2a-4c75-be8f-7c0bd4f45f06
4.5,19.0,4+,db76ee3c-abe1-4d02-8928-81e3b4456005
,,4+,9c7ca692-878d-4daf-a0b4-9b3966dc1ecd
,,4+,e630fc8f-da41-4d12-9706-eabf5c687271
,,12+,fa44b225-40cb-4f36-b7dc-e6c01001ba9e
4.5,1479.0,9+,2596fb8a-690b-4f7e-9e91-08a501892f90
,,12+,a0ef5206-c5de-4815-afd8-0eca69465d0c
,,4+,24ce79a1-0632-47ba-b27b-889a6a68d92b
3.0,361.0,4+,b8914417-f3a2-4823-a5f7-a79020ca9c01
,,4+,bbfd57ab-b2dc-4973-ac82-d6f7db756cb0
,,12+,49600bb4-cbd2-415e-abd2-f4aee885ece4
,,4+,bdfb28fc-4f68-454d-8529-8c6049bb4fbb
4.0,23.0,4+,5c0d7820-260a-46b6-9658-f51c83be817d
4.5,2544.0,9+,d88b5e4d-47c2-43cd-ab77-7be74dc9d800
4.0,224.0,9+,31913a6f-e5c6-494a-965c-7ef12f965f03
,,4+,7f640d78-9241-412f-a4ff-4fb28171d7f3
,,9+,2f9a9553-3b00-4651-a735-45151dc6f79d
4.0,8856.0,17+,b41a2fed-ee33-46ac-acea-8f61231df0c7
4.5,7094.0,4+,e108ea40-111b-40d1-be1e-a21da151a479
,,4+,6b5dc124-0bd0-4a91-bffc-bc51fecacc4c
4.0,523.0,12+,1d7c7865-c198-43ee-9e74-1fad811baf26
,,4+,d5ed99e8-d37e-45ab-840d-1de7b7387a88
5.0,26.0,4+,869bffc1-7586-4aad-99ea-e73e31ebc439
4.5,35212.0,12+,b85c7e20-afdf-451d-a71b-e41485c8f5b9
4.5,2121.0,4+,0acfbe2e-7417-4828-b54a-97bcb6fb4c59
,,12+,cb703b79-4c6d-4b8e-bf5a-fc494435af50
4.5,2512.0,9+,c3bf317f-e464-4743-b4a6-d3f10d28c4fa
4.5,8690.0,4+,8364b097-6fca-4372-8655-b9f35d4ee3a5
4.5,147.0,4+,412ce329-99b9-4aa1-a89a-bddb076f8c81
,,4+,097558bf-0ddb-4ef2-8bac-c52af17f4713
,,4+,798af31e-a2cd-40ee-b14a-87878f2b8811
,,4+,64c047f7-e518-4c9b-87ac-ac547faaeadf
5.0,14.0,4+,c1c99b73-4a89-40f1-8097-c2e830c8c2f9
5.0,37657.0,12+,f0d4247c-d59c-43a8-9b22-659bd41a4e21
,,4+,7303e1d6-680d-4533-a1a1-ad52045ff68a
,,9+,f431f821-9bcb-4f5b-b1a7-c7a0d1ecccd8
,,4+,aad521b5-efdc-46a4-8308-dff174a10d19
5.0,5834.0,9+,dcafe807-00ae-4a53-a661-10007c362dbc
4.5,9418.0,4+,237c24c8-2617-40d6-a1d7-b42a0636bef3
4.0,17.0,4+,4ef0e123-b35d-4d4d-82c3-8a125dd3f0e5
